Elution volume;;UV1_280nm;Activity [%];Absorption at 280nm;UV2_360nm;;UV3_410nm;;Cond;;Cond%;;Conc;;pH;;Pressure;;Flow;;Temp;;Fractions;;Inject;;UV1_280nm@01,BASEM;;Logbook;
21.93;;28.64;;25.64;28.64;320.79;28.64;309.87;31.33;20.45;35.80;20.90;35.80;0.00;35.80;7.07;31.32;1.24;31.33;0.70;35.80;25.80;;;;;28.64;0.86;;
21.97;;28.69;;28.67;28.69;320.82;28.69;309.82;31.38;20.54;35.87;20.90;35.87;0.00;35.87;7.07;31.38;1.24;31.38;0.70;35.87;25.80;;;;;28.69;0.86;;
22.01;;28.75;1.328573311;31.59;28.75;320.86;28.75;309.69;31.44;20.63;35.93;20.90;35.93;0.00;35.93;7.07;31.44;1.24;31.44;0.70;35.93;25.80;;;;;28.75;0.87;;
22.05;;28.80;;34.43;28.80;320.82;28.80;309.63;31.50;20.69;36.00;20.90;36.00;0.00;36.00;7.07;31.50;1.25;31.50;0.70;36.00;25.80;;;;;28.80;0.87;;
22.09;;28.85;;37.13;28.85;320.81;28.85;309.59;31.56;20.74;36.07;20.90;36.07;0.00;36.07;7.07;31.56;1.26;31.56;0.70;36.07;25.80;;;;;28.85;0.87;;
22.13;;28.91;;39.53;28.91;320.89;28.91;309.49;31.62;20.77;36.13;20.90;36.13;0.00;36.13;7.07;31.62;1.26;31.62;0.70;36.13;25.80;;;;;28.91;0.87;;
22.17;;28.96;;41.56;28.96;320.89;28.96;309.35;31.68;20.80;36.20;20.90;36.20;0.00;36.20;7.07;31.67;1.25;31.68;0.70;36.20;25.80;;;;;28.96;0.87;;
22.21;;29.01;;43.15;29.01;320.94;29.01;309.35;31.73;20.82;36.27;20.90;36.27;0.00;36.27;7.07;31.73;1.25;31.73;0.70;36.27;25.80;;;;;29.01;0.87;;
22.25;;29.07;;44.21;29.07;320.96;29.07;309.33;31.79;20.83;36.33;20.90;36.33;0.00;36.33;7.07;31.79;1.24;31.79;0.70;36.33;25.80;;;;;29.07;0.87;;
22.30;;29.12;;44.70;29.12;320.97;29.12;309.28;31.85;20.84;36.40;20.90;36.40;0.00;36.40;7.07;31.85;1.26;31.85;0.70;36.40;25.80;;;;;29.12;0.88;;
22.34;;29.17;;44.67;29.17;320.88;29.17;309.23;31.91;20.85;36.47;20.90;36.47;0.00;36.47;7.07;31.91;1.26;31.91;0.70;36.47;25.80;;;;;29.17;0.88;;
22.38;;29.23;;43.99;29.23;320.93;29.23;309.25;31.97;20.86;36.53;20.90;36.53;0.00;36.53;7.07;31.97;1.26;31.97;0.70;36.53;25.80;;;;;29.23;0.88;;
22.42;;29.28;;42.76;29.28;321.06;29.28;309.42;32.03;20.86;36.60;20.90;36.60;0.00;36.60;7.07;32.02;1.25;32.03;0.70;36.60;25.80;;;;;29.28;0.88;;
22.46;;29.33;;41.06;29.33;321.18;29.33;309.64;32.08;20.87;36.67;20.90;36.67;0.00;36.67;7.07;32.08;1.24;32.08;0.70;36.67;25.80;;;;;29.33;0.88;;
22.50;;29.39;;38.98;29.39;321.34;29.39;309.86;32.14;20.87;36.73;20.90;36.73;0.00;36.73;7.07;32.14;1.25;32.14;0.70;36.73;25.80;;;;;29.39;0.88;;
22.54;;29.44;;36.72;29.44;321.50;29.44;310.08;32.20;20.87;36.80;20.90;36.80;0.00;36.80;7.07;32.20;1.25;32.20;0.70;36.80;25.80;;;;;29.44;0.88;;
22.58;;29.49;;34.39;29.49;321.68;29.49;310.45;32.26;20.87;36.87;20.90;36.87;0.00;36.87;7.07;32.26;1.25;32.26;0.70;36.87;25.80;;;;;29.49;0.88;;
22.62;;29.55;;32.07;29.55;321.89;29.55;310.75;32.32;20.87;36.93;20.90;36.93;0.00;36.93;7.07;32.32;1.26;32.32;0.70;36.93;25.80;;;;;29.55;0.88;;
22.66;;29.60;;29.87;29.60;322.12;29.60;311.02;32.38;20.87;37.00;20.90;37.00;0.00;37.00;7.07;32.37;1.25;32.38;0.70;37.00;25.80;;;;;29.60;0.89;;
22.70;;29.65;;27.77;29.65;322.24;29.65;311.38;32.43;20.87;37.07;20.90;37.07;0.00;37.07;7.07;32.43;1.25;32.43;0.70;37.07;25.80;;;;;29.65;0.89;;
22.74;;29.71;;25.75;29.71;322.34;29.71;311.69;32.49;20.86;37.13;20.90;37.13;0.00;37.13;7.07;32.49;1.24;32.49;0.70;37.13;25.80;;;;;29.71;0.89;;
22.79;;29.76;;23.92;29.76;322.47;29.76;311.82;32.55;20.87;37.20;20.90;37.20;0.00;37.20;7.07;32.55;1.26;32.55;0.70;37.20;25.80;;;;;29.76;0.89;;
22.83;;29.81;;22.10;29.81;322.47;29.81;311.87;32.61;20.87;37.27;20.90;37.27;0.00;37.27;7.07;32.61;1.26;32.61;0.70;37.27;25.80;;;;;29.81;0.89;;
22.87;;29.87;;20.38;29.87;322.30;29.87;311.83;32.67;20.87;37.33;20.90;37.33;0.00;37.33;7.07;32.67;1.25;32.67;0.70;37.33;25.80;;;;;29.87;0.89;;
22.91;;29.92;;18.80;29.92;322.16;29.92;311.72;32.73;20.87;37.40;20.90;37.40;0.00;37.40;7.07;32.72;1.25;32.73;0.70;37.40;25.80;;;;;29.92;0.89;;
22.95;;29.97;;17.28;29.97;321.97;29.97;311.54;32.78;20.87;37.47;20.90;37.47;0.00;37.47;7.07;32.78;1.25;32.78;0.70;37.47;25.80;;;;;29.97;0.89;;
22.99;;30.03;0.47004551;15.99;30.03;321.69;30.03;311.24;32.84;20.87;37.53;20.90;37.53;0.00;37.53;7.07;32.84;1.25;32.84;0.70;37.53;25.80;;;;;30.03;0.89;;
23.03;;30.08;;14.76;30.08;321.44;30.08;311.03;32.90;20.87;37.60;20.90;37.60;0.00;37.60;7.07;32.90;1.26;32.90;0.70;37.60;25.80;;;;;30.08;0.89;;
23.07;;30.13;;13.66;30.13;321.19;30.13;310.82;32.96;20.87;37.67;20.90;37.67;0.00;37.67;7.07;32.96;1.26;32.96;0.70;37.67;25.80;;;;;30.13;0.89;;
23.11;;30.19;;12.69;30.19;320.92;30.19;310.61;33.02;20.88;37.73;20.90;37.73;0.00;37.73;7.07;33.02;1.27;33.02;0.70;37.73;25.80;;;;;30.19;0.89;;
23.15;;30.24;;11.77;30.24;320.68;30.24;310.38;33.08;20.88;37.80;20.90;37.80;0.00;37.80;7.07;33.07;1.25;33.08;0.70;37.80;25.80;;;;;30.24;0.89;;
23.19;;30.29;;10.85;30.29;320.42;30.29;310.16;33.13;20.88;37.87;20.90;37.87;0.00;37.87;7.07;33.13;1.25;33.13;0.70;37.87;25.80;;;;;30.29;0.89;;
23.23;;30.35;;9.97;30.35;320.19;30.35;309.90;33.19;20.88;37.93;20.90;37.93;0.00;37.93;7.07;33.19;1.25;33.19;0.70;37.93;25.80;;;;;30.35;0.89;;
23.28;;30.40;;9.14;30.40;320.00;30.40;309.64;33.25;20.88;38.00;20.90;38.00;0.00;38.00;7.07;33.25;1.26;33.25;0.70;38.00;25.80;;;;;30.40;0.89;;
23.32;;30.45;;8.31;30.45;319.75;30.45;309.46;33.31;20.88;38.07;20.90;38.07;0.00;38.07;7.07;33.31;1.25;33.31;0.70;38.07;25.80;;;;;30.45;0.89;;
23.36;;30.51;;7.54;30.51;319.71;30.51;309.47;33.37;20.87;38.13;20.90;38.13;0.00;38.13;7.07;33.37;1.25;33.37;0.70;38.13;25.80;;;;;30.51;0.88;;
23.40;;30.56;;6.81;30.56;319.69;30.56;309.43;33.43;20.87;38.20;20.90;38.20;0.00;38.20;7.07;33.42;1.25;33.43;0.70;38.20;25.80;;;;;30.56;0.88;;
23.44;;30.61;;6.12;30.61;319.69;30.61;309.46;33.48;20.87;38.27;20.90;38.27;0.00;38.27;7.07;33.48;1.26;33.48;0.70;38.27;25.80;;;;;30.61;0.88;;
23.48;;30.67;;5.52;30.67;319.74;30.67;309.57;33.54;20.88;38.33;20.90;38.33;0.00;38.33;7.07;33.54;1.24;33.54;0.70;38.33;25.80;;;;;30.67;0.88;;
23.52;;30.72;;4.97;30.72;319.86;30.72;309.65;33.60;20.87;38.40;20.90;38.40;0.00;38.40;7.07;33.60;1.25;33.60;0.70;38.40;25.80;;;;;30.72;0.88;;
23.56;;30.77;;4.47;30.77;319.90;30.77;309.73;33.66;20.87;38.47;20.90;38.47;0.00;38.47;7.07;33.66;1.26;33.66;0.70;38.47;25.80;;;;;30.77;0.88;;
23.60;;30.83;;4.02;30.83;319.92;30.83;309.85;33.72;20.88;38.53;20.90;38.53;0.00;38.53;7.07;33.72;1.26;33.72;0.70;38.53;25.80;;;;;30.83;0.88;;
23.64;;30.88;;3.61;30.88;320.02;30.88;310.00;33.78;20.87;38.60;20.90;38.60;0.00;38.60;7.07;33.77;1.26;33.78;0.70;38.60;25.80;;;;;30.88;0.88;;
23.68;;30.93;;3.29;30.93;320.22;30.93;310.07;33.83;20.87;38.67;20.90;38.67;0.00;38.67;7.07;33.83;1.25;33.83;0.70;38.67;25.80;;;;;30.93;0.88;;
23.72;;30.99;;3.01;30.99;320.40;30.99;310.16;33.89;20.87;38.73;20.90;38.73;0.00;38.73;7.07;33.89;1.25;33.89;0.70;38.73;25.80;;;;;30.99;0.87;;
23.77;;31.04;;2.73;31.04;320.33;31.04;310.22;33.95;20.87;38.80;20.90;38.80;0.00;38.80;7.07;33.95;1.25;33.95;0.70;38.80;25.80;;;;;31.04;0.87;;
23.81;;31.09;;2.49;31.09;320.36;31.09;310.28;34.01;20.87;38.87;20.90;38.87;0.00;38.87;7.07;34.01;1.26;34.01;0.70;38.87;25.80;;;;;31.09;0.87;;
23.85;;31.15;;2.23;31.15;320.36;31.15;310.22;34.07;20.88;38.93;20.90;38.93;0.00;38.93;7.07;34.07;1.25;34.07;0.70;38.93;25.80;;;;;31.15;0.87;;
23.89;;31.20;;2.02;31.20;320.28;31.20;310.20;34.13;20.87;39.00;20.90;39.00;0.00;39.00;7.07;34.12;1.25;34.13;0.70;39.00;25.80;;;;;31.20;0.87;;
23.93;;31.25;;1.83;31.25;320.27;31.25;310.17;34.18;20.87;39.07;20.90;39.07;0.00;39.07;7.07;34.18;1.26;34.18;0.70;39.07;25.80;;;;;31.25;0.87;;
23.97;;31.31;;1.67;31.31;320.26;31.31;310.06;34.24;20.87;39.13;20.90;39.13;0.00;39.13;7.07;34.24;1.24;34.24;0.70;39.13;25.80;;;;;31.31;0.86;;
24.01;;31.36;1.655939759;1.51;31.36;320.26;31.36;310.03;34.30;20.87;39.20;20.90;39.20;0.00;39.20;7.07;34.30;1.24;34.30;0.70;39.20;25.80;;;;;31.36;0.86;;
24.05;;31.41;;1.41;31.41;320.21;31.41;310.01;34.36;20.87;39.27;20.90;39.27;0.00;39.27;7.07;34.36;1.25;34.36;0.70;39.27;25.80;;;;;31.41;0.86;;
24.09;;31.47;;1.37;31.47;320.16;31.47;310.03;34.42;20.87;39.33;20.90;39.33;0.00;39.33;7.07;34.42;1.25;34.42;0.70;39.33;25.80;;;;;31.47;0.86;;
24.13;;31.52;;1.32;31.52;320.02;31.52;310.04;34.48;20.87;39.40;20.90;39.40;0.00;39.40;7.07;34.47;1.26;34.48;0.70;39.40;25.80;;;;;31.52;0.85;;
24.17;;31.57;;1.27;31.57;319.92;31.57;309.95;34.53;20.87;39.47;20.90;39.47;0.00;39.47;7.07;34.53;1.26;34.53;0.70;39.47;25.80;;;;;31.57;0.85;;
24.21;;31.63;;1.29;31.63;319.92;31.63;309.85;34.59;20.87;39.53;20.90;39.53;0.00;39.53;7.07;34.59;1.26;34.59;0.70;39.53;25.80;;;;;31.63;0.85;;
24.26;;31.68;;1.35;31.68;319.92;31.68;309.85;34.65;20.87;39.60;20.90;39.60;0.00;39.60;7.07;34.65;1.26;34.65;0.70;39.60;25.80;;;;;31.68;0.85;;
24.30;;31.73;;1.41;31.73;319.89;31.73;309.74;34.71;20.87;39.67;20.90;39.67;0.00;39.67;7.07;34.71;1.25;34.71;0.70;39.67;25.80;;;;;31.73;0.84;;
24.34;;31.79;;1.50;31.79;319.95;31.79;309.78;34.77;20.87;39.73;20.90;39.73;0.00;39.73;7.07;34.77;1.27;34.77;0.70;39.73;25.80;;;;;31.79;0.84;;
24.38;;31.84;;1.61;31.84;320.03;31.84;309.88;34.83;20.87;39.80;20.90;39.80;0.00;39.80;7.07;34.82;1.25;34.83;0.70;39.80;25.80;;;;;31.84;0.84;;
24.42;;31.89;;1.74;31.89;319.93;31.89;309.94;34.88;20.87;39.87;20.90;39.87;0.00;39.87;7.07;34.88;1.26;34.88;0.70;39.87;25.80;;;;;31.89;0.83;;
24.46;;31.95;;1.83;31.95;319.91;31.95;309.87;34.94;20.87;39.93;20.90;39.93;0.00;39.93;7.07;34.94;1.25;34.94;0.70;39.93;25.80;;;;;31.95;0.83;;
24.50;;32.00;;1.89;32.00;319.88;32.00;309.81;35.00;20.87;40.00;20.90;40.00;0.00;40.00;7.07;35.00;1.25;35.00;0.70;40.00;25.80;;;;;32.00;0.83;;
24.54;;32.05;;1.98;32.05;319.80;32.05;309.80;35.06;20.88;40.07;20.90;40.07;0.00;40.07;7.07;35.06;1.26;35.06;0.70;40.07;25.80;;;;;32.05;0.82;;
24.58;;32.11;;2.03;32.11;319.83;32.11;309.83;35.12;20.88;40.13;20.90;40.13;0.00;40.13;7.07;35.12;1.27;35.12;0.70;40.13;25.80;;;;;32.11;0.82;;
24.62;;32.16;;2.04;32.16;319.86;32.16;309.83;35.18;20.88;40.20;20.90;40.20;0.00;40.20;7.07;35.17;1.26;35.18;0.70;40.20;25.80;;;;;32.16;0.82;;
24.66;;32.21;;2.07;32.21;319.84;32.21;309.82;35.23;20.88;40.27;20.90;40.27;0.00;40.27;7.07;35.23;1.26;35.23;0.70;40.27;25.80;;;;;32.21;0.81;;
24.70;;32.27;;1.98;32.27;319.87;32.27;309.85;35.29;20.88;40.33;20.90;40.33;0.00;40.33;7.07;35.29;1.24;35.29;0.70;40.33;25.80;;;;;32.27;0.81;;
24.75;;32.32;;1.91;32.32;319.81;32.32;309.82;35.35;20.88;40.40;20.90;40.40;0.00;40.40;7.07;35.35;1.25;35.35;0.70;40.40;25.80;;;;;32.32;0.80;;
24.79;;32.37;;1.80;32.37;319.79;32.37;309.90;35.41;20.88;40.47;20.90;40.47;0.00;40.47;7.07;35.41;1.26;35.41;0.70;40.47;25.80;;;;;32.37;0.80;;
24.83;;32.43;;1.68;32.43;319.73;32.43;309.83;35.47;20.88;40.53;20.90;40.53;0.00;40.53;7.07;35.47;1.26;35.47;0.70;40.53;25.80;;;;;32.43;0.80;;
24.87;;32.48;;1.50;32.48;319.76;32.48;309.74;35.53;20.88;40.60;20.90;40.60;0.00;40.60;7.07;35.52;1.27;35.53;0.70;40.60;25.80;;;;;32.48;0.79;;
24.91;;32.53;;1.34;32.53;319.78;32.53;309.68;35.58;20.88;40.67;20.90;40.67;0.00;40.67;7.07;35.58;1.25;35.58;0.70;40.67;25.80;;;;;32.53;0.79;;
24.95;;32.59;;1.23;32.59;319.79;32.59;309.73;35.64;20.89;40.73;20.90;40.73;0.00;40.73;7.07;35.64;1.26;35.64;0.70;40.73;25.80;;;;;32.59;0.78;;
24.99;;32.64;;1.08;32.64;319.83;32.64;309.77;35.70;20.89;40.80;20.90;40.80;0.00;40.80;7.07;35.70;1.25;35.70;0.70;40.80;25.80;;;;;32.64;0.78;;
25.03;;32.69;;0.98;32.69;319.83;32.69;309.78;35.76;20.89;40.87;20.90;40.87;0.00;40.87;7.07;35.76;1.26;35.76;0.70;40.87;25.80;;;;;32.69;0.77;;
25.07;;32.75;;0.92;32.75;319.82;32.75;309.79;35.82;20.89;40.93;20.90;40.93;0.00;40.93;7.07;35.82;1.26;35.82;0.70;40.93;25.80;;;;;32.75;0.77;;
25.11;;32.80;;0.85;32.80;319.75;32.80;309.78;35.88;20.89;41.00;20.90;41.00;0.00;41.00;7.07;35.87;1.26;35.88;0.70;41.00;25.80;;;;;32.80;0.76;;
25.15;;32.85;;0.82;32.85;319.75;32.85;309.70;35.93;20.89;41.07;20.90;41.07;0.00;41.07;7.07;35.93;1.26;35.93;0.70;41.07;25.80;;;;;32.85;0.76;;
25.19;;32.91;;0.86;32.91;319.74;32.91;309.69;35.99;20.89;41.13;20.90;41.13;0.00;41.13;7.07;35.99;1.25;35.99;0.70;41.13;25.80;;;;;32.91;0.75;;
25.24;;32.96;;0.95;32.96;319.66;32.96;309.57;36.05;20.89;41.20;20.90;41.20;0.00;41.20;7.07;36.05;1.25;36.05;0.70;41.20;25.80;;;;;32.96;0.74;;
25.28;;33.01;;1.08;33.01;319.79;33.01;309.65;36.11;20.88;41.27;20.90;41.27;0.00;41.27;7.07;36.11;1.25;36.11;0.70;41.27;25.80;;;;;33.01;0.74;;
25.32;;33.07;;1.29;33.07;319.76;33.07;309.77;36.17;20.88;41.33;20.90;41.33;0.00;41.33;7.07;36.17;1.26;36.17;0.70;41.33;25.80;;;;;33.07;0.73;;
25.36;;33.12;;1.57;33.12;319.74;33.12;309.72;36.23;20.88;41.40;20.90;41.40;0.00;41.40;7.07;36.22;1.26;36.23;0.70;41.40;25.80;;;;;33.12;0.73;;
25.40;;33.17;;1.92;33.17;319.79;33.17;309.71;36.28;20.88;41.47;20.90;41.47;0.00;41.47;7.07;36.28;1.25;36.28;0.70;41.47;25.80;;;;;33.17;0.72;;
25.44;;33.23;;2.33;33.23;319.81;33.23;309.72;36.34;20.88;41.53;20.90;41.53;0.00;41.53;7.07;36.34;1.25;36.34;0.70;41.53;25.80;;;;;33.23;0.72;;
25.48;;33.28;;2.87;33.28;319.82;33.28;309.72;36.40;20.89;41.60;20.90;41.60;0.00;41.60;7.07;36.40;1.26;36.40;0.70;41.60;25.80;;;;;33.28;0.71;;
25.52;;33.33;;3.51;33.33;319.70;33.33;309.75;36.46;20.89;41.67;20.90;41.67;0.00;41.67;7.07;36.46;1.26;36.46;0.70;41.67;25.80;;;;;33.33;0.70;;
25.56;;33.39;;4.25;33.39;319.70;33.39;309.73;36.52;20.88;41.73;20.90;41.73;0.00;41.73;7.07;36.52;1.27;36.52;0.70;41.73;25.80;;;;;33.39;0.69;;
25.60;;33.44;;5.13;33.44;319.79;33.44;309.66;36.58;20.88;41.80;20.90;41.80;0.00;41.80;7.07;36.57;1.26;36.58;0.70;41.80;25.80;;;;;33.44;0.69;;
25.64;;33.49;;6.21;33.49;319.81;33.49;309.75;36.63;20.88;41.87;20.90;41.87;0.00;41.87;7.07;36.63;1.26;36.63;0.70;41.87;25.80;;;;;33.49;0.68;;
25.68;;33.55;;7.42;33.55;319.78;33.55;309.83;36.69;20.88;41.93;20.90;41.93;0.00;41.93;7.07;36.69;1.25;36.69;0.70;41.93;25.80;;;;;33.55;0.67;;
25.73;;33.60;;8.77;33.60;319.71;33.60;309.78;36.75;20.88;42.00;20.90;42.00;0.00;42.00;7.07;36.75;1.25;36.75;0.70;42.00;25.80;;;;;33.60;0.67;;
25.77;;33.65;;10.28;33.65;319.74;33.65;309.71;36.81;20.88;42.07;20.90;42.07;0.00;42.07;7.07;36.81;1.26;36.81;0.70;42.07;25.80;;;;;33.65;0.66;;
25.81;;33.71;;11.85;33.71;319.73;33.71;309.65;36.87;20.88;42.13;20.90;42.13;0.00;42.13;7.07;36.87;1.26;36.87;0.70;42.13;25.80;;;;;33.71;0.65;;
25.85;;33.76;;13.51;33.76;319.75;33.76;309.63;36.93;20.89;42.20;20.90;42.20;0.00;42.20;7.07;36.92;1.26;36.93;0.70;42.20;25.80;;;;;33.76;0.64;;
25.89;;33.81;;15.18;33.81;319.78;33.81;309.69;36.98;20.89;42.27;20.90;42.27;0.00;42.27;7.07;36.98;1.25;36.98;0.70;42.27;25.80;;;;;33.81;0.64;;
25.93;;33.87;;16.79;33.87;319.88;33.87;309.86;37.04;20.89;42.33;20.90;42.33;0.00;42.33;7.07;37.04;1.25;37.04;0.70;42.33;25.80;;;;;33.87;0.63;;
25.97;;33.92;;18.29;33.92;319.84;33.92;309.92;37.10;20.89;42.40;20.90;42.40;0.00;42.40;7.07;37.10;1.25;37.10;0.70;42.40;25.80;;;;;33.92;0.62;;
26.01;;33.97;;19.53;33.97;319.93;33.97;309.91;37.16;20.89;42.47;20.90;42.47;0.00;42.47;7.07;37.16;1.26;37.16;0.70;42.47;25.80;;;;;33.97;0.61;;
26.05;;34.03;;20.47;34.03;319.90;34.03;309.91;37.22;20.89;42.53;20.90;42.53;0.00;42.53;7.07;37.22;1.26;37.22;0.70;42.53;25.80;;;;;34.03;0.60;;
26.09;;34.08;;21.05;34.08;319.92;34.08;309.92;37.28;20.89;42.60;20.90;42.60;0.00;42.60;7.07;37.27;1.26;37.28;0.70;42.60;25.80;;;;;34.08;0.59;;
26.13;;34.13;;21.34;34.13;319.92;34.13;309.96;37.33;20.89;42.67;20.90;42.67;0.00;42.67;7.07;37.33;1.26;37.33;0.70;42.67;25.80;;;;;34.13;0.59;;
26.17;;34.19;;21.15;34.19;319.89;34.19;309.94;37.39;20.89;42.73;20.90;42.73;0.00;42.73;7.07;37.39;1.26;37.39;0.70;42.73;25.80;;;;;34.19;0.58;;
26.22;;34.24;;20.55;34.24;319.84;34.24;309.86;37.45;20.89;42.80;20.90;42.80;0.00;42.80;7.07;37.45;1.26;37.45;0.70;42.80;25.80;;;;;34.24;0.57;;
26.26;;34.29;;19.65;34.29;319.75;34.29;309.86;37.51;20.90;42.87;20.90;42.87;0.00;42.87;7.07;37.51;1.27;37.51;0.70;42.87;25.80;;;;;34.29;0.56;;
26.30;;34.35;;18.35;34.35;319.76;34.35;309.82;37.57;20.90;42.93;20.90;42.93;0.00;42.93;7.07;37.57;1.26;37.57;0.70;42.93;25.80;;;;;34.35;0.55;;
26.34;;34.40;;16.89;34.40;319.77;34.40;309.79;37.63;20.90;43.00;20.90;43.00;0.00;43.00;7.07;37.62;1.26;37.63;0.70;43.00;25.80;;;;;34.40;0.54;;
26.38;;34.45;;15.22;34.45;319.77;34.45;309.81;37.68;20.90;43.07;20.90;43.07;0.00;43.07;7.07;37.68;1.27;37.68;0.70;43.07;25.80;;;;;34.45;0.53;;
26.42;;34.51;;13.43;34.51;319.76;34.51;309.77;37.74;20.89;43.13;20.90;43.13;0.00;43.13;7.07;37.74;1.25;37.74;0.70;43.13;25.80;;;;;34.51;0.52;;
26.46;;34.56;;11.71;34.56;319.74;34.56;309.71;37.80;20.89;43.20;20.90;43.20;0.00;43.20;7.07;37.80;1.25;37.80;0.70;43.20;25.80;;;;;34.56;0.51;;
26.50;;34.61;;9.98;34.61;319.75;34.61;309.69;37.86;20.89;43.27;20.90;43.27;0.00;43.27;7.07;37.86;1.26;37.86;0.70;43.27;25.80;;;;;34.61;0.50;;
26.54;;34.67;;8.38;34.67;319.70;34.67;309.73;37.92;20.89;43.33;20.90;43.33;0.00;43.33;7.07;37.92;1.26;37.92;0.70;43.33;25.80;;;;;34.67;0.49;;
26.58;;34.72;;6.96;34.72;319.72;34.72;309.75;37.98;20.89;43.40;20.90;43.40;0.00;43.40;7.07;37.97;1.28;37.98;0.70;43.40;25.80;;;;;34.72;0.48;;
26.62;;34.77;;5.68;34.77;319.74;34.77;309.70;38.03;20.88;43.47;20.90;43.47;0.00;43.47;7.07;38.03;1.26;38.03;0.70;43.47;25.80;;;;;34.77;0.47;;
26.66;;34.83;;4.58;34.83;319.79;34.83;309.78;38.09;20.88;43.53;20.90;43.53;0.00;43.53;7.07;38.09;1.26;38.09;0.70;43.53;25.80;;;;;34.83;0.46;;
26.71;;34.88;;3.69;34.88;319.81;34.88;309.84;38.15;20.88;43.60;20.90;43.60;0.00;43.60;7.07;38.15;1.26;38.15;0.70;43.60;25.80;;;;;34.88;0.45;;
26.75;;34.93;;2.94;34.93;319.80;34.93;309.78;38.21;20.88;43.67;20.90;43.67;0.00;43.67;7.07;38.21;1.26;38.21;0.70;43.67;25.80;;;;;34.93;0.44;;
26.79;;34.99;;2.29;34.99;319.79;34.99;309.70;38.27;20.88;43.73;20.90;43.73;0.00;43.73;7.07;38.27;1.28;38.27;0.70;43.73;25.80;;;;;34.99;0.43;;
26.83;;35.04;;1.81;35.04;319.66;35.04;309.64;38.33;20.88;43.80;20.90;43.80;0.00;43.80;7.07;38.32;1.26;38.33;0.70;43.80;25.80;;;;;35.04;0.42;;
26.87;;35.09;;1.41;35.09;319.63;35.09;309.66;38.38;20.88;43.87;20.90;43.87;0.00;43.87;7.07;38.38;1.27;38.38;0.70;43.87;25.80;;;;;35.09;0.41;;
26.91;;35.15;;1.10;35.15;319.69;35.15;309.67;38.44;20.88;43.93;20.90;43.93;0.00;43.93;7.07;38.44;1.26;38.44;0.70;43.93;25.80;;;;;35.15;0.40;;
26.95;;35.20;;0.85;35.20;319.73;35.20;309.71;38.50;20.88;44.00;20.90;44.00;0.00;44.00;7.07;38.50;1.25;38.50;0.70;44.00;25.80;;;;;35.20;0.39;;
26.99;;35.25;;0.70;35.25;319.77;35.25;309.73;38.56;20.88;44.07;20.90;44.07;0.00;44.07;7.07;38.56;1.26;38.56;0.70;44.07;25.80;;;;;35.25;0.37;;
27.03;;35.31;;0.58;35.31;319.78;35.31;309.71;38.62;20.88;44.13;20.90;44.13;0.00;44.13;7.07;38.62;1.27;38.62;0.70;44.13;25.80;;;;;35.31;0.36;;
27.07;;35.36;;0.46;35.36;319.75;35.36;309.77;38.68;20.88;44.20;20.90;44.20;0.00;44.20;7.07;38.67;1.26;38.68;0.70;44.20;25.80;;;;;35.36;0.35;;
27.11;;35.41;;0.33;35.41;319.71;35.41;309.76;38.73;20.88;44.27;20.90;44.27;0.00;44.27;7.07;38.73;1.27;38.73;0.70;44.27;25.80;;;;;35.41;0.33;;
27.15;;35.47;;0.23;35.47;319.68;35.47;309.67;38.79;20.88;44.33;20.90;44.33;0.00;44.33;7.07;38.79;1.26;38.79;0.70;44.33;25.80;;;;;35.47;0.23;;
27.20;;35.52;;0.12;35.52;319.73;35.52;309.72;38.85;20.88;44.40;20.90;44.40;0.00;44.40;7.07;38.85;1.27;38.85;0.70;44.40;25.80;;;;;35.52;0.12;;
27.24;;35.57;;0.04;35.57;319.79;35.57;309.73;38.91;20.88;44.47;20.90;44.47;0.00;44.47;7.07;38.91;1.26;38.91;0.70;44.47;25.80;;;;;35.57;0.04;;
27.28;;35.63;;0.03;35.63;319.83;35.63;309.82;38.97;20.89;44.53;20.90;44.53;0.00;44.53;7.07;38.97;1.26;38.97;0.70;44.53;25.80;;;;;35.63;0.03;;
27.32;;35.68;;0.01;35.68;319.79;35.68;309.79;39.03;20.88;44.60;20.90;44.60;0.00;44.60;7.07;39.02;1.28;39.03;0.70;44.60;25.80;;;;;35.68;0.01;;
27.36;;35.73;;-0.02;35.73;319.67;35.73;309.73;39.08;20.88;44.67;20.90;44.67;0.00;44.67;7.07;39.08;1.26;39.08;0.70;44.67;25.80;;;;;35.73;-0.02;;
27.40;;35.79;;-0.10;35.79;319.58;35.79;309.64;39.14;20.88;44.73;20.90;44.73;0.00;44.73;7.07;39.14;1.27;39.14;0.70;44.73;25.80;;;;;35.79;-0.10;;
27.44;;35.84;;-0.15;35.84;319.63;35.84;309.65;39.20;20.88;44.80;20.90;44.80;0.00;44.80;7.07;39.20;1.25;39.20;0.70;44.80;25.80;;;;;35.84;-0.15;;
27.48;;35.89;;-0.16;35.89;319.70;35.89;309.76;39.26;20.89;44.87;20.90;44.87;0.00;44.87;7.07;39.26;1.27;39.26;0.70;44.87;25.80;;;;;35.89;-0.16;;
27.52;;35.95;;-0.18;35.95;319.76;35.95;309.85;39.32;20.88;44.93;20.90;44.93;0.00;44.93;7.07;39.32;1.26;39.32;0.70;44.93;25.80;;;;;35.95;-0.18;;
